,Latitude ,Longitude,City,Alcohol Places,Places of Worship,Places to shop,Food Places,Public Transport Places,Doctors,Public Places,Police Station,University ,Schools ,Banks,Night Clubs
126,40.70427997,-73.99350166,New York City,12,1,71,36,13,30,60,0,1,8,5,3
127,40.70814076,-73.99350166,New York City,1,4,29,19,11,24,15,0,0,7,2,0
128,40.71200155,-73.99350166,New York City,23,24,166,76,41,59,71,0,0,20,40,3
129,40.71586234,-73.99350166,New York City,31,27,209,86,43,70,104,1,0,20,40,15
130,40.71972313,-73.99350166,New York City,37,26,222,91,44,67,107,0,0,20,40,20
131,40.72358392,-73.99350166,New York City,33,25,216,87,46,68,111,0,3,20,33,20
132,40.72744471,-73.99350166,New York City,32,23,219,79,45,68,113,1,20,20,40,20
133,40.7313055,-73.99350166,New York City,31,26,216,83,43,69,101,2,20,20,40,20
134,40.73516629,-73.99350166,New York City,33,24,233,90,44,84,122,2,20,20,40,15
135,40.73902708,-73.99350166,New York City,33,25,242,90,47,92,130,1,20,20,40,20
136,40.74288787,-73.99350166,New York City,39,24,248,91,48,93,126,1,10,20,40,20
137,40.74674866,-73.99350166,New York City,40,24,248,93,48,88,119,4,10,20,40,20
138,40.75060945,-73.99350166,New York City,31,24,251,95,46,78,127,5,10,20,40,20
139,40.75447024,-73.99350166,New York City,36,23,238,94,45,68,142,5,11,20,40,20
140,40.75833103,-73.99350166,New York City,39,21,196,91,42,60,121,3,4,20,30,20
141,40.76219182,-73.99350166,New York City,31,16,159,79,40,48,71,1,1,20,28,20
142,40.76605261,-73.99350166,New York City,27,5,107,41,40,36,55,0,0,20,19,16
143,40.7699134,-73.99350166,New York City,16,2,70,40,40,36,48,0,0,18,19,3
144,40.77377419,-73.99350166,New York City,2,2,45,10,27,38,37,0,0,12,3,0
145,40.77763498,-73.99350166,New York City,0,0,22,4,4,29,22,0,1,4,2,0
146,40.78149577,-73.99350166,New York City,0,0,0,2,0,0,1,0,0,0,0,0
147,40.78535656,-73.99350166,New York City,0,0,0,0,0,0,0,0,0,0,0,0
148,40.67339365,-73.98765144,New York City,28,8,90,51,42,48,35,0,0,18,24,1
149,40.67725444,-73.98765144,New York City,17,4,76,34,33,32,29,0,1,13,5,0
150,40.68111523,-73.98765144,New York City,19,6,76,32,23,22,27,0,1,16,6,2
151,40.68497602,-73.98765144,New York City,24,12,118,55,37,40,57,0,0,20,22,4
152,40.68883681,-73.98765144,New York City,26,19,187,79,46,66,100,4,0,20,37,2
153,40.6926976,-73.98765144,New York City,17,12,178,71,47,79,106,5,11,20,40,1
154,40.69655839,-73.98765144,New York City,12,13,92,52,45,73,91,3,13,20,32,2
155,40.70041918,-73.98765144,New York City,18,5,131,43,42,35,97,0,4,20,21,3
156,40.70427997,-73.98765144,New York City,11,0,122,38,25,29,68,0,1,12,17,1
157,40.70814076,-73.98765144,New York City,0,2,54,5,2,18,35,0,0,4,3,0
158,40.71200155,-73.98765144,New York City,17,24,99,52,41,61,66,0,0,20,27,0
159,40.71586234,-73.98765144,New York City,32,30,205,80,43,67,83,2,0,20,31,17
160,40.71972313,-73.98765144,New York City,35,30,200,89,43,53,101,1,0,20,29,20
161,40.72358392,-73.98765144,New York City,33,31,186,89,41,56,99,1,1,20,28,20
162,40.72744471,-73.98765144,New York City,38,30,187,92,42,69,99,1,13,20,31,20
163,40.7313055,-73.98765144,New York City,34,29,212,95,44,85,114,1,10,20,40,20
164,40.73516629,-73.98765144,New York City,30,24,227,88,42,87,113,6,7,20,40,20
165,40.73902708,-73.98765144,New York City,34,16,225,90,42,85,129,4,10,20,40,20
166,40.74288787,-73.98765144,New York City,40,21,241,90,46,82,134,1,12,20,40,20
167,40.74674866,-73.98765144,New York City,40,22,258,90,46,81,134,4,18,20,40,20
168,40.75060945,-73.98765144,New York City,34,24,267,100,45,80,137,5,15,20,40,20
169,40.75447024,-73.98765144,New York City,32,22,263,100,50,74,150,3,9,20,40,20
170,40.75833103,-73.98765144,New York City,32,17,221,98,51,73,131,2,2,20,40,20
171,40.76219182,-73.98765144,New York City,30,20,191,97,43,75,95,1,1,20,40,20
172,40.76605261,-73.98765144,New York City,36,15,181,93,41,88,96,1,0,20,40,20
173,40.7699134,-73.98765144,New York City,30,8,150,63,41,88,81,0,20,20,27,9
174,40.77377419,-73.98765144,New York City,14,12,86,42,41,89,67,1,20,20,17,1
175,40.77763498,-73.98765144,New York City,12,17,93,46,40,75,59,1,1,20,27,1
176,40.78149577,-73.98765144,New York City,7,15,50,20,28,61,37,0,0,15,10,1
177,40.78535656,-73.98765144,New York City,1,6,8,4,17,22,10,0,0,3,0,0
178,40.78921735,-73.98765144,New York City,1,0,0,2,0,0,1,0,0,0,0,0
179,40.79307814,-73.98765144,New York City,0,0,0,0,0,0,0,0,0,0,0,0
180,40.67339365,-73.98180122,New York City,25,12,106,56,38,59,39,0,0,20,26,1
181,40.67725444,-73.98180122,New York City,23,14,89,50,38,54,35,0,1,20,23,2
182,40.68111523,-73.98180122,New York City,26,16,105,51,42,37,50,0,1,20,22,2
183,40.68497602,-73.98180122,New York City,25,23,158,51,45,50,70,0,0,20,32,3
184,40.68883681,-73.98180122,New York City,24,17,189,51,44,62,79,0,11,20,28,3
185,40.6926976,-73.98180122,New York City,10,6,180,55,44,63,62,3,14,20,28,1
186,40.69655839,-73.98180122,New York City,6,6,54,21,40,29,45,3,6,20,8,2
187,40.70041918,-73.98180122,New York City,7,2,67,16,41,24,30,0,1,14,10,2
188,40.70427997,-73.98180122,New York City,7,0,96,22,12,17,29,0,0,4,9,0
189,40.70814076,-73.98180122,New York City,0,5,9,0,6,5,11,0,0,3,1,0
190,40.71200155,-73.98180122,New York City,0,25,42,10,40,41,32,1,0,18,10,0
191,40.71586234,-73.98180122,New York City,20,26,97,39,40,47,44,2,0,20,18,1
192,40.71972313,-73.98180122,New York City,26,25,129,64,40,47,72,1,0,20,23,15
193,40.72358392,-73.98180122,New York City,32,23,133,68,40,50,74,0,2,20,24,20
194,40.72744471,-73.98180122,New York City,36,27,154,92,41,61,73,0,2,20,22,20
195,40.7313055,-73.98180122,New York City,33,26,156,92,42,87,71,0,0,20,27,13
196,40.73516629,-73.98180122,New York City,29,23,153,82,42,82,71,4,3,20,32,7
197,40.73902708,-73.98180122,New York City,35,22,185,84,41,82,98,3,13,20,40,10
198,40.74288787,-73.98180122,New York City,40,21,199,88,43,84,112,0,20,20,40,20
199,40.74674866,-73.98180122,New York City,39,24,233,89,42,83,131,1,20,20,40,20
200,40.75060945,-73.98180122,New York City,39,26,242,96,45,82,150,2,20,20,40,20
